
29,10937,7,12472,0
33,55161,8,29817,0
30,91781,6,-9885,0
29,48294,4,28378,0
44,62990,1,18835,0
39,49823,1,3132,0
28,46679,5,4470,0
44,64392,4,32438,0
38,43348,7,5790,0
43,53052,5,3677,0
41,53997,0,26959,0
27,36774,6,18840,0
30,65662,1,5867,0
43,45355,2,17601,0
41,35249,4,4974,0
35,57735,9,26588,0
36,32765,12,26187,0
48,48890,5,20807,0
29,48241,3,19075,0
41,67295,5,33300,0
33,56660,6,15396,0
33,47964,2,3387,0
46,62630,8,19968,0
43,72591,4,36601,0
43,58106,5,5086,0
48,48580,5,11726,0
35,25572,4,19632,0
42,29865,6,14852,0
32,43088,2,5416,1
38,37793,2,26802,1
34,45146,0,38980,0
36,49385,5,17393,0
41,57617,5,6211,0
27,47173,5,-343,0
56,56865,8,18021,0
25,49521,3,26619,0
23,14024,5,20229,0
47,32054,0,15375,1
43,45892,2,9410,0
41,27349,5,4299,0
41,58839,6,23884,0
35,75036,2,24687,0
26,69607,3,-310,0
36,44685,0,31558,1
28,74340,2,21234,0
45,50986,6,29625,0
34,42534,5,1759,0
27,37726,5,1518,0
32,43136,3,13885,0
39,41645,3,20510,0
29,51365,1,33657,0
27,51194,5,22576,0
38,48453,4,12933,0
38,56003,5,4968,0
30,69118,2,27901,0
30,64923,2,5595,0
37,22561,6,31951,0
21,3958,2,12509,1
21,64658,1,31566,0
28,24614,5,22300,0
33,44488,2,14007,1
38,28038,6,10121,0
50,17043,5,11935,0
44,57822,5,19753,0
34,61610,0,16184,0
35,38368,7,9364,0
25,3312,4,13716,0
35,38894,2,16198,1
32,55217,4,-6235,0
38,22665,1,20056,1
27,51590,4,5442,0
40,48133,0,3677,0
50,58480,0,-1749,0
34,50480,0,-2832,0
39,31467,6,1623,0
42,69221,2,8193,0
31,45641,8,35252,0
37,47924,2,10055,0
35,32160,0,17206,1
36,40686,0,19470,1
27,33003,7,16732,0
35,45390,3,14612,0
40,78185,2,3251,0
50,24527,4,30146,0
45,20322,5,33767,0
57,74000,6,-1701,0
27,44757,7,4992,0
44,36757,2,12556,1
37,66495,0,5596,0
57,37861,2,20542,1
27,80174,4,7998,0
27,60196,1,37404,0
29,39909,1,27500,1
14,85939,4,17560,0
30,37859,3,25837,0
28,61313,3,26639,0
37,53608,1,9668,0
39,71051,3,7104,0
54,75572,1,16194,0
45,48956,6,24157,0
29,35289,6,16813,0
26,56404,1,-628,0
40,36606,1,7240,1
22,83435,0,14648,0
53,50775,1,14630,0
47,42042,3,35448,0
30,51613,0,1313,0
18,24958,1,20538,1
49,31492,1,30534,1
34,69288,4,38486,0
47,36969,3,11289,0
19,30182,1,20394,1
29,57738,4,21190,0
35,69032,2,17386,0
36,60910,3,14395,0
31,65732,8,19831,0
41,35230,7,-10336,0
24,23658,0,22332,1
34,74524,6,16682,0
36,42784,6,13138,0
40,44035,0,36203,1
42,71512,6,8540,0
24,58079,8,11303,0
20,56332,0,35641,0
48,86073,1,6943,0
38,37202,6,9808,0
28,64545,4,13905,0
51,49392,5,23944,0
36,53073,4,17512,0
47,74997,4,2262,0
36,57236,0,9991,0
56,57766,6,9227,0
53,67062,7,14615,0
33,42049,3,19728,0
45,33796,3,19650,0
42,30219,0,-2650,1
49,14183,5,26213,0
25,84180,5,17967,0
42,29202,3,29471,0
46,44549,6,19914,0
18,43583,2,26593,1
23,53749,5,20141,0
15,62594,0,29082,0
32,63373,3,20707,0
42,38253,3,14404,0
50,45491,4,38496,0
36,53317,2,24435,0
51,44072,3,21231,0
21,76369,6,2428,0
18,56943,2,2306,0
35,61187,0,18375,0
39,59934,8,16879,0
35,68819,7,9158,0
14,51549,0,16832,0
34,25833,5,31546,0
22,55355,2,22467,0
42,37065,4,3803,0
39,39201,4,14266,0
26,58603,3,7218,0
30,69947,1,11459,0
25,48770,1,11196,0
34,53774,1,10545,0
45,78020,1,2643,0
25,52589,3,14102,0
40,93672,1,9702,0
30,58240,5,-14373,0
27,17760,7,36265,0
34,61509,2,26465,0
25,55032,4,11575,0
30,70843,5,15591,0
23,60114,5,3491,0
55,45990,4,32634,0
35,27095,5,34683,0
28,44762,5,16992,0
37,33599,0,25802,1
34,38298,6,17181,0
33,58641,6,1813,0
41,77458,1,11214,0
43,55267,3,16740,0
30,27590,5,10780,0
29,56136,3,13177,0
32,69222,6,14471,0
12,37789,10,14577,0
20,46067,1,15931,0
49,48655,0,4620,0
51,34741,4,8112,0
33,59680,5,2343,0
41,46295,3,25338,0
38,55700,7,-6001,0
66,32956,0,27124,1
46,40787,5,29490,0
34,60970,2,12328,0
26,41912,8,-11057,0
19,78451,9,11727,0
37,41445,1,14747,1
28,52309,2,5128,0
21,64628,6,10163,0
29,23718,2,30952,1
24,17759,3,22158,0
52,21851,3,6003,0
44,70370,1,-837,0
35,38797,3,12076,0
50,92915,1,13230,0
36,38581,2,20443,1
27,51611,7,9959,0
50,75234,0,20598,0
40,83308,6,35068,0
25,84272,3,23688,0
33,69426,3,14911,0
26,66219,5,13538,0
21,58710,4,11774,0
44,61944,5,27399,0
54,38808,6,9024,0
21,34162,2,15859,1
41,48341,2,15920,0
29,45438,0,10300,0
30,40513,1,1450,1
29,60517,11,18682,0
26,65023,7,14779,0
36,49938,0,20484,0
27,74110,0,9976,0
38,28533,5,27808,0
35,45030,5,6488,0
33,35926,5,32800,0
26,15920,3,-2362,0
29,46961,3,19818,0
43,46281,4,20232,0
40,74735,4,7314,0
25,59376,2,19713,0
36,30577,3,28404,0
43,80663,1,-7130,0
18,69647,4,20509,0
41,58529,12,-9940,0
28,44458,4,5585,0
41,31704,2,31958,1
27,41923,6,9486,0
17,67345,5,3469,0
19,81193,4,13388,0
36,75254,5,36417,0
38,39893,9,-3216,0
26,28917,0,4714,1
41,50851,5,30619,0
19,17627,1,34281,1
34,54023,5,14348,0
23,45831,1,2806,0
29,40290,2,36701,1
36,20650,2,31605,1
27,57337,6,22300,0
31,39130,6,7143,0
45,28042,0,14901,1
29,-1580,3,13770,0
43,47921,1,18762,0
24,79239,0,30147,0
40,77307,3,24338,0
49,40445,2,4449,1
10,37920,10,29390,0
27,56557,5,18582,0
41,31026,0,22383,1
33,53651,2,30305,0
39,61730,6,4102,0
29,69750,9,15035,0
36,46657,0,9998,0
34,44855,1,-535,1
47,33122,8,18923,0
38,34011,4,40926,0
38,44459,1,-3301,1
31,54792,5,15071,0
30,64297,3,21910,0
31,34423,3,16650,0
39,74374,4,14250,0
31,43682,6,2195,0
38,48028,0,17765,0
56,35397,4,7708,0
44,6215,1,-6857,1
32,63783,4,27541,0
47,61221,1,25140,0
31,43504,2,15925,1
15,49565,1,17728,0
25,57377,5,26319,0
16,21209,6,17680,0
32,39193,3,24588,0
35,62221,3,12376,0
52,26573,0,28734,1
38,53508,2,18660,0
33,24793,3,17372,0
43,56516,11,2491,0
13,47779,0,18316,0
37,20294,7,6944,0
43,68667,6,8912,0
20,35617,4,7112,0
46,34300,8,4563,0
38,51890,4,36995,0
31,68387,4,28931,0
41,30723,3,34917,0
58,49473,7,2970,0
37,55861,6,16124,0
38,60460,2,2253,0
31,51470,0,8329,0
27,42013,3,6068,0
43,33998,1,27998,1
27,49899,3,11372,0
36,29743,7,26258,0
30,-2434,2,21540,1
40,55996,3,38813,0
38,64129,3,363,0
45,7282,6,28198,0
30,30829,2,27052,1
32,59173,2,5506,0
25,84202,4,25636,0
31,48761,7,18816,0
39,35731,2,13088,1
43,45217,1,7025,0
26,72324,5,8091,0
44,37159,2,36233,1
49,34493,0,15406,1
39,39999,2,23349,1
54,31810,3,7361,0
27,50534,2,7473,0
23,76671,2,26396,0
17,54021,6,1683,0
50,44008,7,11179,0
42,43322,5,15745,0
35,21198,0,16531,1
38,63767,3,13579,0
24,47045,3,19422,0
59,45259,5,22441,0
36,103963,5,22866,0
36,53598,1,5380,0
42,35317,4,12511,0
40,40980,5,27543,0
37,68384,7,24492,0
27,50371,5,1446,0
40,23372,5,18972,0
54,64395,4,-4706,0
49,36773,7,15877,0
51,80997,4,34688,0
30,67194,1,5765,0
25,40616,7,6920,0
34,70691,5,23165,0
36,49580,2,-280,0
46,63239,2,8968,0
18,56834,4,21462,0
50,33672,5,8953,0
34,37201,4,13001,0
31,66322,4,22963,0
25,42574,8,19684,0
19,41376,6,18111,0
43,31779,4,11953,0
36,55771,6,19161,0
22,84290,0,14142,0
22,29823,4,20052,0
32,48821,8,10349,0
52,72974,3,13544,0
33,47014,1,5338,0
20,56271,1,15044,0
33,29913,0,7157,1
32,55853,1,4077,0
8,45143,2,18028,0
35,65552,0,17562,0
33,69061,3,23356,0
42,93461,6,11018,0
54,58486,1,19547,0
46,54069,8,20998,0
32,51782,5,19920,0
24,42254,6,7008,0
61,54290,1,16918,0
36,43259,6,19100,0
35,51331,0,15472,0
35,71327,6,-5806,0
37,30885,4,17031,0
34,68235,5,37887,0
29,71319,0,11740,0
30,46345,1,8000,0
35,11477,5,19194,0
30,37823,1,18574,1
28,70969,5,27522,0
36,48002,0,2615,0
33,31010,6,22833,0
50,39616,0,21400,1
9,63027,5,13955,0
46,57913,5,18842,0
48,44242,1,25863,1
14,42016,5,24265,0
32,41582,4,3782,0
31,32349,2,23735,1
21,76509,1,14742,0
27,42791,1,16140,1
24,69579,4,16143,0
53,74872,0,13872,0
44,65771,4,27512,0
48,40889,3,14549,0
42,55425,5,4021,0
24,47978,2,11400,0
30,32674,2,17216,1
40,54044,5,27893,0
23,27883,4,21529,0
42,69066,4,6755,0
33,40315,5,40658,0
31,51900,0,18091,0
42,53329,5,28362,0
40,43894,5,13858,0
32,58609,0,20820,0
47,40136,3,23932,0
24,63561,3,27781,0
41,24978,3,26146,0
41,50599,4,24264,0
32,82139,7,12197,0
38,30993,6,9588,0
23,36606,0,18780,1
44,57342,5,24883,0
33,51524,7,13136,0
30,54501,4,26226,0
46,56912,6,30163,0
28,59444,9,6086,0
21,67710,6,6893,0
20,55531,4,13973,0
41,44201,6,18526,0
22,60103,4,10068,0
53,81460,3,29143,0
14,46092,2,19710,0
52,31442,8,15800,0
37,67664,1,805,0
34,46305,8,2026,0
30,10593,5,18256,0
39,63146,0,-6274,0
35,39084,4,25692,0
46,46824,2,13792,0
36,54176,5,48361,0
37,51714,6,38856,0
31,60745,2,13555,0
35,40822,4,14319,0
38,57328,9,25518,0
18,43883,2,32710,1
22,61256,0,-1248,0
43,59108,7,-2756,0
37,32122,9,9077,0
33,67297,3,21322,0
35,39073,6,20450,0
39,62461,7,26272,0
30,54791,1,3206,0
27,80386,2,-8140,0
37,44511,7,24120,0
25,42321,8,6982,0
39,48062,5,-5115,0
18,43124,1,16874,1
45,62319,9,23461,0
40,20274,2,14159,1
38,30064,2,10746,1
45,29819,4,13780,0
52,64936,8,11633,0
45,78166,6,1698,0
17,46582,4,8136,0
22,45462,5,20698,0
29,49618,3,18669,0
35,68618,5,17108,0
40,32262,3,5285,0
28,52547,2,13555,0
37,65369,4,-6726,0
28,57119,0,17213,0
29,51698,4,29922,0
21,65819,3,417,0
26,1360,8,9444,0
22,60195,8,18744,0
25,37018,2,28133,1
46,16544,3,10844,0
26,57295,3,8364,0
61,72303,2,-4611,0
40,46008,4,16451,0
37,64981,1,36154,0
27,76455,0,18218,0
42,71281,5,15173,0
29,76937,5,18673,0
36,61313,1,15287,0
61,49712,6,7136,0
34,20523,2,23767,1
47,44118,4,17694,0
28,33726,6,15579,0
35,86176,3,5486,0
53,45339,5,28648,0
29,50543,2,22155,0
53,57996,3,9780,0
42,49158,3,25582,0
29,77895,1,10342,0
41,37565,3,7451,0
45,51786,0,7678,0
41,35480,2,-2600,1
19,25430,3,20192,0
28,37754,3,-3211,0
33,47755,3,2914,0
34,40929,3,-5695,0
41,36351,5,14525,0
37,23928,6,13872,0
22,46953,1,12079,0
39,22216,0,4803,1
41,61625,0,3485,0
41,49834,2,20119,0
46,23036,2,9804,1
43,43019,1,18615,1
40,35311,0,6402,1
34,53954,2,17240,0
19,71725,4,28646,0
39,15769,5,21357,0
37,50401,2,11208,0
38,45613,2,18014,0
22,60082,1,12953,0
24,52109,3,15480,0
46,35314,1,12090,1
35,42848,5,13729,0
42,34548,1,17555,1
35,67123,2,5303,0
35,48770,4,5074,0
44,81482,4,1287,0
30,47344,11,-864,0
36,36072,4,3027,0
30,22059,1,17020,1
31,17023,3,6326,0
32,20834,1,20620,1
37,53048,3,15752,0
30,57252,1,-4607,0
48,20885,6,22056,0
26,63974,2,23640,0
33,39994,3,5298,0
31,50954,2,19670,0
50,76454,8,6694,0
37,64006,2,16392,0
45,43727,8,2548,0
20,32892,6,-2824,0
38,10955,5,11509,0
44,35885,4,14142,0
36,44726,4,11358,0
46,31221,1,3365,1
30,46115,3,11335,0
49,49737,6,18137,0
58,44487,3,14943,0
31,37089,0,17254,1
31,51334,3,8589,0
50,56090,8,27308,0
51,29425,7,3445,0
30,72951,3,20355,0
31,46684,6,27412,0
32,48728,2,20287,0
22,60723,0,13341,0
26,52458,1,10030,0
25,64985,8,25930,0
27,53396,3,937,0
35,37742,3,5539,0
37,54690,2,11359,0
51,28497,9,27979,0
25,50289,8,19259,0
45,47821,9,5561,0
33,44778,3,12246,0
35,46163,4,9156,0
42,15653,0,8185,1
24,38851,7,25349,0
39,50015,0,1458,0
37,51181,4,31751,0
40,30517,0,23817,1
38,70424,2,26487,0
60,33327,1,10694,1
29,65269,2,13876,0
30,55833,2,833,0
29,37154,2,10067,1
30,79292,6,20417,0
29,27629,0,28572,1
47,64394,4,4147,0
49,65811,7,11685,0
29,36730,2,13862,1
27,72630,1,1213,0
40,44048,3,21410,0
30,53423,7,8041,0
41,52929,4,13414,0
37,46062,2,10806,0
20,62508,5,7377,0
51,62207,0,15328,0
53,17973,5,13208,0
29,71097,4,11620,0
31,19470,2,7996,1
38,66367,1,18647,0
38,68005,1,32206,0
42,29415,5,16821,0
55,41251,7,25524,0
33,29159,2,1270,1
27,44660,5,17003,0
21,43039,1,4246,1
28,61966,2,389,0
35,71200,3,7885,0
53,72686,1,27514,0
30,38617,1,25055,1
37,44759,1,17869,1
35,19106,4,-177,0
47,34376,3,13405,0
60,65189,2,18466,0
30,76512,2,17184,0
30,26920,2,-3339,1
46,38090,5,6351,0
42,47940,3,14748,0
54,53275,2,20850,0
41,34311,2,-6920,1
32,55779,7,13752,0
41,40154,2,16853,1
46,48148,4,24035,0
43,57905,4,22441,0
40,48511,2,21321,0
46,40806,5,7269,0
47,46492,4,-3992,0
49,46862,5,11405,0
42,41961,14,25580,0
33,43896,1,29562,1
37,76218,8,22621,0
47,58160,3,19763,0
27,43258,4,19258,0
39,60527,3,9747,0
31,42591,2,14078,1
35,68813,2,32363,0
48,54832,4,5820,0
37,46532,0,31812,0
36,56190,5,12127,0
22,21064,2,28871,1
43,28792,0,1101,1
42,27624,2,21354,1
57,50887,7,7911,0
32,78547,2,1015,0
37,87227,4,17621,0
38,59502,1,25659,0
51,57115,5,6812,0
34,17059,5,164,0
38,38956,8,14466,0
41,34691,3,14511,0
37,37596,5,20972,0
31,45474,4,25051,0
37,40185,7,14796,0
46,13957,1,34258,1
25,61414,5,17679,0
36,29733,3,11879,0
28,52563,3,-979,0
47,84491,4,12730,0
20,32401,4,11981,0
30,4370,3,25160,0
39,43423,4,20100,0
51,67557,8,3413,0
34,82477,6,17150,0
30,27004,6,22225,0
54,57043,2,30930,0
21,40303,1,24420,1
13,46556,6,23132,0
39,94414,6,16010,0
30,22246,7,19346,0
25,52815,2,28099,0
42,56538,3,1854,0
38,67293,0,11848,0
29,50105,2,7547,0
22,53760,6,19253,0
44,41584,2,27903,1
42,53083,5,9332,0
34,42428,3,-8894,0
54,59216,4,11210,0
24,41968,0,24684,1
20,54961,4,20864,0
28,47890,4,19751,0
35,67994,3,12554,0
38,47505,0,2400,0
33,17547,7,20637,0
39,70358,5,6920,0
23,32639,5,37598,0
49,37023,8,21198,0
34,38034,1,9498,1
46,72316,8,9186,0
39,11236,6,14455,0
40,103000,3,12965,0
41,66776,6,26751,0
40,52284,0,17294,0
42,47444,1,7963,0
48,53368,2,34613,0
37,57468,2,15901,0
42,59627,0,23214,0
34,58068,7,9218,0
49,49958,3,19090,0
28,44966,4,18562,0
53,45767,2,-3805,0
35,45008,1,35882,0
21,68128,4,28517,0
36,58728,1,11363,0
28,-2766,3,4196,0
43,59813,0,18932,0
29,51788,9,16281,0
31,48074,6,19014,0
16,41639,4,17347,0
31,67960,7,20545,0
11,64888,1,30109,0
19,34951,5,21174,0
43,55483,4,4731,0
43,31492,4,29248,0
39,24393,7,32074,0
25,37494,5,47436,0
35,63406,4,3981,0
35,64985,0,17868,0
24,57328,1,-5761,0
50,61017,3,21022,0
44,57382,4,9828,0
33,37237,0,34949,1
35,55915,10,7527,0
37,62328,8,-1768,0
15,61525,5,10610,0
33,69088,3,-4678,0
28,60725,3,23033,0
25,54515,1,-5588,0
32,67021,4,15689,0
53,47938,4,-5718,0
41,33054,0,12144,1
29,45562,4,32102,0
41,35437,3,19065,0
